ID,Titulo,Contenido,Fecha Creación,Estatus,Categoría,Tags,todas las tarjetas,Amex,Y,Código Postal,Entre,Efectivo,Colonia,Esquina,Generos,Latitud,Longitud,Precio inferior,MasterCard,NumExt,NumInt,Horario,Sevicios,Estado,Calle,Telefono 1,Telefono 2,Precio Superior,Delegación,Visa,Sitio Web,Zoom,Subtítulo,Calificación,Imagen principal
341172,Newton 105,"Por: María José Alegret Este acogedor rincón ofrece la pocas veces comprendida cocina de barrio (no nos miren a nosotros, así se autodenominan ellos), dividida en tres: de mercado, española y dulce.  Empieza tranquilo, con un coctel virgen o una fabulosa Miche Newton: clamatito, cerveza y una brocheta de camarón con aceitunas. El menú cambia constantemente, pero tendrás suerte si encuentras el ceviche amarillo de camarón y pescado (en la foto). Lo sirven con leche de tigre, coco, maíz tostado y helado de mango hecho en casa. Una rica combinación.  El responsable de mi próximo regreso a este lugar es el tartar de atún sobre una cama de tabule de menta. El pescado va glaseado, dándole un toque dulce que contrasta bien con lo fresco del tabule. Lo adornan unas gotas de aguacate y jitomatitos cherry.  De la parte española, el tradicional arroz caldoso de mariscos en cazuela de barro cumple con el lado más casero. Para endulzarte, un cheesecake según Newton: deconstruido (una tendencia medio hipster de algunos restaurantes).  Si eres de carrera larga, quédate para un trago en la nochecita. Los focos exteriores crean un ambiente tipo Broadway y la mixología corre por parte de Khristian de la Torre (si te suena conocido, probablemente lo ubicas por Kaye o Artemisia).  Este lugar apenas despega. Para comer bueno, bonito y barato. No dudes y cae al 105 de Newton. ",9/21/2016 14:42,publish,Restaurantes,"critica, Internacional,",1,,,11560,,1,Polanco Chapultepec,Lamartine,"Internacional,",19.432497,-99.1899981,350,,105,,"lun-mié 13-22:30 h, jue-sáb 13-2 h","Internacional,",Distrito Federal,Newton,5280 4818,,550,Miguel Hidalgo,,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/newton-en-polanco-2.jpg
341179,Kura,"[gallery td_select_gallery_slide=""slide"" columns=""5"" ids=""341181,341182"" orderby=""rand""]Por: Sasha Gamboa Los izakayas son cantinas en donde los japoneses van a comer y a tomar una cerveza o un sake después del trabajo. En Japón está de moda convertir las bodegas de sake en izakayas, por eso este lugar se llama Kura, que, en japonés, significa “bodega”. Para respetar el concepto de cantina japonesa, tienen 54 tipos de sake y una amplia variedad de botanas. Entre ellas, yakitoris, brochetas de pollo, que son muy especiales porque se preparan con carbón binchotan, de origen vegetal, que le aporta un sabor especial a la carne.  Algo que me dio buena espina y le dio credibilidad a la autenticidad de su comida fue que en varias de las mesas había comensales japoneses comiendo nigiris y sashimis de corte grueso. En materia de sushi, el Spicy Hamachi (un tipo de sushi originario de Osaka) es picante e ideal para dos personas. Trae atún aleta amarilla, salsa cremosa picante, aguacate, cebolla frita y chile jalapeño. Y si como yo eres un aficionado del ramen, aquí encontré mi top de la ciudad. Se llama Mapo Ramen, una sopa de caldo espeso y sabor picante que se hace con fideo de huevo, camarón molido y poro. Si eres más de comida fría, date un Bara Chirashi, un tazón de arroz con pescado crudo, hueva de salmón y verduras. De las bebidas vírgenes, elige un té de cebada, más refrescante que el típico té verde. ¡Puntos menos!: necesitan hacer algo con la música. Eric Clapton no es la opción más acertada para una cantina con comida japonesa. De regreso a los highlights, el arroz es tan bueno que podría echarme tazones enteros de éste al vapor. Lo malo es que cuando hay demasiada gente se les llega a acabar.",9/8/2016 12:53,publish,Restaurantes,"critica, Japonesa, Abierto en Domingo,",1,,Jalapa,6700,Orizaba,1,Roma Norte,,"Japonesa,",19.4180748,-99.1603248,250,,120,,"mar y mié 13-23 h, jue-sáb 13-00 h, dom 13-19 h","Japonesa,Abierto en Domingo,",Distrito Federal,Álvaro Obregón,5264 3285,,350,Cuauhtémoc,,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/kura-1-4.jpg
341184,Shizo Lounge,"En este lugar probarás un apoteósico sushi con un sabor diferente a lo que estás acostumbrado. Restaurantes de comida oriental hay muchos, pero pocos se mantienen al margen de los demás.  Pide el increíble chili hot rice (picante delicioso), prueba el de verdura ($40) o el mixto (pollo y camarón con verduras) ($60). Agasájate con el won ton de jaiba ($90). Muchas opciones para enloquecer.",8/26/2016 15:48,publish,Restaurantes,"critica, Japonesa, Abierto en Domingo, Estacionamiento cercano,",1,,Luz Saviñón,3100,Pedro Romero de Terreros,1,Del Valle,,"Japonesa,",19.3945027,-99.1703714,40,,325,,"mar-sáb 13-21 h, dom 13:30-18 h","Japonesa,Abierto en Domingo,Estacionamiento cercano,",Distrito Federal,San Francisco,5523 3282,,150,Benito Juárez,,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/shizo-lounge-2.jpg
341186,El Buen Bife,,8/26/2016 15:23,publish,Restaurantes,"critica, Americana, Abierto en Domingo, Argentina,",1,,Revolución,1060,Insurgentes Sur,1,Altavista,,"Americana,Argentina,",19.3494568,-99.1893078,150,,52,,"lun-sáb 13-00 h, dom 13-22 h","Americana,Argentina,Abierto en Domingo,",Distrito Federal,Av. Desierto de los Leones,5550 4909,,350,Alvaro Obregón,,http://www.buenbife.com.mx/,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/el-buen-bife-2.jpg
341188,Fork off,"[gallery td_select_gallery_slide=""slide"" columns=""5"" ids=""341190,341191"" orderby=""rand""]Por: María José Alegret Arquitecto de profesión, Carlos Romero siempre había soñado con tener un restaurante. Después de visitar a su hermano en San Antonio, encontró el concepto que había buscado: un lugar 100% texano. Se empapó de sabores y recolectó, por algunas ciudades del estado, afiches y placas para las paredes. Un pie en Fork Off te transporta allá donde está El Álamo. Así convirtió un taller mecánico en un local para 300 comensales (go big or go home, right?). Nunca tienes que hacer fila. Este paraíso carnívoro presume no tener una estrella, todas las opciones del menú se venden por igual. Para sentir lo ahumado –en leña de mezquite–, la carne se sirve sin salsa. En la mesa encuentras tres botes con BBQ hecha en casa: original, una dulce a base de tamarindo y la muy picosa Old West Cayenne. Por ser el platillo más popular, las costillitas (baby back y St. Louis) son favoritas en un principio, pero basta una probada del subestimado pulled pork, para enamorarte por completo. Sus 12 horas de cocción pasan factura: se deshace en la boca. Cómelo solo o en sándwich (con pan dulcecito de hojaldre). Entre las nuevas adquisiciones está el hot dog. La salchicha, creación del chef, va con chilli beans, aderezo, tortilla crujiente y pan hecho especialmente para el restaurante. Los sides merecen mención honorífica: frijolitos, ensalada de papa o de col y los extraordinarios mac n’ cheese y cream corn. Refréscate con la bebida estrella: tecito helado. Para entrarle a lo fuerte, hay vino y uno que otro destilado. También tienen cerveza, comerciales, artesanales y Latina, la primera de agave sin gluten. Por cierto, en Fork Off no existen los cubiertos. Mete mano con confianza, ensúciate los dedos, que servilletas hay de sobra.",8/26/2016 14:50,publish,Restaurantes,"critica, Americana, Abierto en Domingo,",1,,Nuevo León,6140,Culiacán,1,Condesa,,"Americana,",19.4074525,-99.1715815,250,,200,,mié-dom 13-20 h,"Americana,Abierto en Domingo,",Distrito Federal,Aguascalientes,5264 5125,,350,Cuauhtémoc,,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/fork-off-4.jpg
341193,Rincón Tarasco,"No vayas a pensar que tenemos cierta tendencia por los restaurantes donde se sirve cerdo en abundancia, aunque sería inútil negarlo. El cerdo es un manjar de los dioses y aquí lo saben. Imagina dos tacos “normales” ($20 c/u), una gordita ($22), un mixiote ($50) y una michelada ($37). Con una comida así basta par ser feliz por 20 horas. ¿Cuál es el mejor lugar de carnitas de la ciudad? La duda quedará en un limbo por la eternidad, pero es un hecho que en la Escandón, este sitio es un serio candidato.",8/26/2016 13:08,publish,Restaurantes,"critica, Mexicana, Abierto en Domingo, Desayunos,",,,José Martí,11800,12 de Octubre,1,Escandón,,"Mexicana,",19.400795,-99.1788062,20,1,131,,mié-dom 10-16 h,"Mexicana,Desayunos,Abierto en Domingo,",Distrito Federal,Comercio,5516 7802,,150,Miguel Hidalgo,1,http://rincontarasco.mx,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/rincon-tarasco-2.jpg
341195,Punto pibil,"No es casualidad que este yucateco le encante a los oficinistas de la zona. En su menú hay especialidades de la península, pero también platos del diario y opciones bajas en calorías, por si estás a dieta. Lo mejor: los precios son para que cualquier día de la semana comas delicioso sin remordimientos. Su sopa de lima ($68) es notable. Pide los panuchos de relleno negro (3 por $59), especiados y levemente picosos. Acompáñalos con agua de jamaica ($20).",8/26/2016 11:15,publish,Restaurantes,"critica, Mexicana, Abierto en Domingo, Desayunos, Yucateca, Bueno, bonito, barato,",1,,María Luisa,1000,Del Parque,1,San Angel,,"Mexicana,Yucateca,",19.3520141,-99.1904393,60,,1531,,"lun-sáb 10-22 h, dom 10-19 h","Mexicana,Yucateca,Desayunos,Abierto en Domingo,Bueno, bonito, barato,",Distrito Federal,Revolución,5661 0538,,150,Alvaro Obregón,,http://puntopibil.com.mx,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/punto-pibil-2.jpg
341197,Momo Sushi,"Es una maravilla escondida. Te enamorarás del maki momo ($70), mezcla de anguila y frutos rojos. Imperdibles son los rollos como el Virginia (con atún picante) o el West Virginia (con salmón picante), regulares de $220, pero los sábados te dan 2x1 de ese o de cualquier otro rollo, como el bueno de California ($90). Añádele un helado de ice mochi ($30). Muy buenos los paquetes de $99 (sopa, rollo, tempura, ensalada y té verde).",8/26/2016 2:05,publish,Restaurantes,"critica, Japonesa, Abierto en Domingo,",,,,3600,,1,Vértiz Narvarte,San Borja,"Japonesa,",19.3824597,-99.1561633,70,1,533,,lun-sáb 12:30-22:30 h,"Japonesa,Abierto en Domingo,",Distrito Federal,Uxmal,6583 4274,,150,Benito Juárez,1,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/momo-sushi-2.jpg
341199,Marco Polo,"Cuando se trata de comida, pocas veces las pálabras “italiano” y “barato” hacen buen match. En Marco Polo, la cosa cambia porque con $150 eres rico. Fíjate todo lo que te puedes comer con esa lanita: media orden de pasta al burro con parmesano fresco ($50), pizza Margarita chica ($59), bola de agua de frutas ($22). Y todavía te van a sobrar 19 pesos. La otra es que, con cinco pesos más, cambies el agua por vino Carlo Rossi y te gastes $155. Tú decides si una copita de tinto vale la inversión.",8/26/2016 1:13,publish,Restaurantes,"critica, Italiana, Abierto en Domingo,",1,,Irapuato,2080,Palestina,1,Clavería,,"Italiana,",19.4651585,-99.1811445,50,,158,,"mar-vie 13-21 h, sáb y dom 14-21 h","Italiana,Abierto en Domingo,",Distrito Federal,Av. Clavería,5396 8134,,150,Azcapotzalco,,http://marcopoloclaveria.com,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/marco-polo-2.jpg
341201,Gohantin,"Aquí, el chef respeta los tiempos de la cocina, si tienes prisa, mejor ve a otro lugar porque los platos tardan de 15 a 20 minutos en estar listos. Si decides ir, prueba el Ramen udon (pollo, huevo, negui, guacame, algas vale $75) más un cupcake red velvet ($25) con té chai herbal ($25). Si no te llenas sólo con el ramen, conviértelo en paquete (+$15), que incluye arroz gohan con ensalada de lechuga, jitomate germinado y aguacate.",8/25/2016 19:21,publish,Restaurantes,"critica, Japonesa, Buenos postres,",1,,,6700,,1,Roma Norte,Jalapa,"Japonesa,",19.4138896,-99.1600885,50,,116,,mar-sáb 10-21:30 h,"Japonesa,Buenos postres,",Distrito Federal,San Luis Potosí,55 2667 2301,,150,Cuauhtémoc,,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/gohantin-2.jpg
341203,El Comedor San Pascual Bailongo,"Es un lugar de delicias mediterráneas con pastas, ensaladas y pizzas. Te puedes echar una entrada y un plato fuerte a muy buenos precios. Ofrece comida gourmet en la que la dinámica es la siguiente: primero marcas, reservas para mínimo dos personas y les dices tu presupuesto. Con los $150 pesos pueden comer: agua de sabor (de berenjena con menta, $15), pizza o pasta o lasaña más ensalada o guarnición (de $60 a $80) o unos huerfanitos (panecitos de la casa).",8/25/2016 14:23,publish,Restaurantes,"critica, Mediterránea, Reservación requerida,",,,Santa María la Ribera,6400,James Torres Bodet,1,Santa María La Ribera,,"Mediterránea,",19.4451933,-99.1581698,60,,69,,lun-vie 13-22 h,"Mediterránea,Reservación requerida,",Distrito Federal,Sor Juana Inés de la Cruz,5541 4215,,150,Cuauhtémoc,,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/el-comedor-san-pascual-bailongo-2.jpg
341205,Chabela pasión por el maíz,"En esta oda al maíz te puedes echar un pozolito, unas quecas (fritas o asadas), unos chilaquiles y varias cosas extraídas del sagrado ingrediente. Por ejemplo: una quesadilla de elote tatemado ($20) y una frita de chicharrón guisado ($20) para empezar. Después, unos esquites ($17) y unos chilaquiles con pollo ($40). Medio litro de agua de limón con chía ($15) y, de postre, arroz con leche con coco ($33). ",8/24/2016 16:30,publish,Restaurantes,"critica, Mexicana, Desayunos,",1,,,6700,,1,Roma Norte,Av. Sonora,"Mexicana,",19.4210039,-99.1740039,15,,530,,lun-sáb 8-20 h,"Mexicana,Desayunos,",Distrito Federal,Av. Chapultepec,5211 6480,,150,Cuauhtémoc,,https://www.facebook.com/pasionporelmaiz/?hc_ref=SEARCH&fref=nf,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/chabela-pasion-por-el-maiz-2.jpg
341207,Casa 2doce,"Si buscas comida modernista, variada, inteligente y creativa, con opciones incluso para los veganos, éste es el lugar: prueba los tacos de flor de jamaica ($80) acompañados de una sopa fría de pepinos/aguacate y mentas fileteadas ($60). Aquí son sabores estilizados sin tanta pose. Prueba el ceviche de pulpo ($115) o los canelones rellenos de espinaca con queso de cabra y ricotta ($130). Los postres no desmerecen. El ambiente es relajado. Slow food, que le llaman, para disfrutar la compañía. Los desayunos también son una gran opción para cualquier día. ",8/24/2016 10:57,publish,Restaurantes,"critica, Abierto en Domingo, Pescados y mariscos, Desayunos,",1,,Patricio Saenz,3100,San Francisco,1,Del Valle,,"Pescados y mariscos,",19.3936636,-99.1721976,60,,212,,"lun-mié 7:30-22 h, jue-vie 7:30-23 h, sáb 8-23 h, dom 8-18 h","Pescados y mariscos,Desayunos,Abierto en Domingo,",Distrito Federal,Luz Saviñón,1107 7653,,150,Benito Juárez,,http://casa2doce.mx,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/casa-2doce-2.jpg
341209,Carnitas Chabelo,"Cuando pensabas que ya habías probado todo en cuanto a carnitas, este lugar te hará replanteártelo. Merecerían el premio nacional de calidad por sus viandas. Pide por kilo ($240) o por taco de 45 a 50 gramos ($15) o de 95 a 100 gramos ($28). Fabulosos tacos de nana, falda o riñón, hay de cueritos normales o gruesos. Poca grasa, mucha consistencia y trozos lo suficientemente grandes como para saber qué estás comiendo. Las quesadillas de sesos ($9) son excelsas. ¿Te faltó? Éntrale al cheese cake o al pan de elote ($30). Disfruta un verdadero templo de la lucha libre con su decoración. ",8/24/2016 10:16,publish,Restaurantes,"critica, Mexicana, Abierto en Domingo,",,,,15230,,1,Emilio Carranza,Plomeros,"Mexicana,",19.4492219,-99.1212779,10,1,247,,vie-mié 10:30-17:30 h,"Mexicana,Abierto en Domingo,",Distrito Federal,Ferrocarril de Cintura,5795 1234,,240,Venustiano Carranza,1,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/carnitas-2.jpg
341211,Sushi Dashi,"Este lugar es perfecto para una comida familiar o de oficina. Tienen paquetes de $74 a $130. Todos los días los rollos están al 3x2 (busca el Unagui especial con anguila de río por fuera). Hay variedad de fideos caldosos, como el nabeyaki udon ($105), que tiene mucho punch. Intenta el sashimi con fideo transparente, muy bueno el sunomono mixto. El arroz siempre está en su punto, cualquier gohan lo comprueba (sencillo, $30; con furitake, $50; con tampico $45).    //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]> //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]>",8/20/2016 8:29,publish,Restaurantes,"critica, Japonesa, Abierto en Domingo, Bueno, bonito, barato, Ambiente familiar,",,,San Borja,3100,Eugenia,1,Del Valle,,"Japonesa,",19.384356,-99.1560751,30,1,441,,lun-dom 13-22 h,"Japonesa,Abierto en Domingo,Ambiente familiar,Bueno, bonito, barato,",Distrito Federal,Universidad,6794 9451,,150,Benito Juárez,1,,16,,Atención:4 - Calidad:4 - Ambiente:4 -,http://img.chilango.com/2017/02/sushi-dashi-2.jpg
341213,Pozolería Flor de Maíz,"Cuando pensabas que sabías todo sobre pozole chilango, esta opción te ofrece 4 tamaños de plato: mini ($48), chico ($57), grande ($63) y súper ($77). El grande debería ser suficiente. Si andas filoso, intenta la tostada de pata ($23) o la orden de 4 chalupitas (van rellenas de pata o maciza o tinga) por $43. Para bajarse el comidón, un litro de agua de limón con chía ($28).   //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]> //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]> //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]>",8/20/2016 8:24,publish,Restaurantes,"critica, Mexicana, Abierto en Domingo, Desayunos,",,,,3550,,1,Zacahuizco,,"Mexicana,",19.3768671,-99.1356793,40,1,1419,,"lun-vie 8-22 h, sáb-dom 10-22 h","Mexicana,Desayunos,Abierto en Domingo,",Distrito Federal,Plutarco Elías Calles,5532 5511,,100,Benito Juárez,1,,16,,Atención:4 - Calidad:4 - Ambiente:4 -,http://img.chilango.com/2017/02/pozoleria-flor-de-maiz-2.jpg
341215,Chilakillers,"En un inicio iban a vender únicamente tortas de chilaquil, pero los hacían tan ricos que este platillo se convirtió en la estrella. El lugar tiene ondita, la decoración es kitsch. Los chilaquiles verdes (porción de 900 gramos, aprox.) con nopales en forma de cochinito o fantasma son imperdibles.  Con pollo valen $105 y con costilla, $110. Además, puedes sumarle el paquete de jugo y fruta por $40; o, si de plano no eres fruta-fan, date sólo jugo ($20) y un café de olla ($20). //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]> //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]> //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]>",8/20/2016 8:18,publish,Restaurantes,"critica, Mexicana, Abierto en Domingo,",,,Benjamín Franklin,11870,Progreso,1,Tacubaya,,"Mexicana,",19.4068024,-99.1843621,150,,23,,"lun-vie 9-17 h, sáb y dom 10-17 h","Mexicana,Abierto en Domingo,",Distrito Federal,Revolución,5264 2818,,200,Miguel Hidalgo,,,16,,Atención:4 - Calidad:4 - Ambiente:4 -,http://img.chilango.com/2017/02/chilakillers-2.jpg
341217,El Buen Sazón,"Es el tradicional restaurante de menú con los clásicos tres tiempos y verdadero sabor casero ($50 a $60): 1. Sopa del día o consomé. 2. Arroz o espagueti. 3. Desde enchiladas potosinas (de papa) hasta pechuga asada, milanesa y otras deliciosas opciones, incluso chilaquiles con carne. Te recordará, sin duda, la casa materna. El local es muy limpio y eficaz, ideal para ir a diario si trabajas por el rumbo. También hay desayunos de 8:30-13:30 h. (Jugo, fruta y café con varias opciones.)",8/20/2016 8:15,publish,Restaurantes,"critica, Mexicana, Desayunos,",1,,Ixcateopan,3600,Uxmal,1,Vértiz Narvarte,,"Mexicana,",19.3824978,-99.1563405,150,,1312,Bis,lun-sáb 8:30-18:30 h,"Mexicana,Desayunos,",Distrito Federal,San Borja,6796 1346,,250,Benito Juárez,,,16,,Atención:4 - Calidad:4 - Ambiente:4 -,http://img.chilango.com/2017/02/el-buen-sazon-2.jpg
341223,Carlota,"[gallery td_select_gallery_slide=""slide"" columns=""5"" ids=""341225,341226,341227"" orderby=""rand""]Por: María José Alegret El concepto de este restaurante, ubicado en una casa típica de San Ángel, es sencillo pero interesante: honra la herencia cultural del país a través de la cocina y la arquitectura. Las paredes guardan 400 años de historia –formó parte del convento del Carmen, fundado en el siglo XVII–, la recuperación estuvo a cargo del arquitecto Rodrigo Becerra, quien no desperdició un solo ladrillo. Se conservó la estructura original, aprovechando el material demolido para la adaptación de nuevos espacios. Donde antes había cuartos, ahora hay mesas. El responsable de la arquitectura de la carta es Édgar Delgado, un chef que le da más crédito a los pequeños productores nacionales que a su propia cocina. El menú es de temporada, proponiendo rescatar ingredientes mexicanos y darle énfasis a la gastronomía ancestral. Para empezar, un ceviche de pato marinado en aceite de cítricos. Lo sirven con salicornia en crudo –espárrago del mar de Ensenada–, jitomatitos criollos, chile loco laminado y tostada crujiente de arroz. Marídalo con un sauvignon blanc de la carta de vinos mexicanos. La ensalada de betabel es imperativa: chapulines, arúgula, vinagreta y dos tipos de queso; arriba, uno chiapaneco salado y en la parte media, queso de cabra madurado en aguacate –los quesos resaltan los sabores de los vegetales manteniendo la frescura de todo el plato. La estrella es un lechón con mole negro preparado con técnicas tradicionales. La salsa tiene la textura de un mole original, pero es más ligero. El lechón es sorprendentemente suave, tiene 12 horas de cocción, pasa por las brasas y lo confitan en su propia manteca. Las tortillas son hechas a mano. No dejes de hacerte un taquito. Cierra con una palanqueta de pepita verde y amaranto con helado de aguacate. Si hay mesa en el jardín, la sobremesa te vendrá de lujo. O ve a la terraza, la vista al exconvento es espectacular. //   // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]>",8/17/2016 0:28,publish,Restaurantes,"critica, Mexicana, Abierto en Domingo,",1,,Monasterio,1000,Avenida de la Paz,1,San Angel,,"Mexicana,",19.3464672,-99.1896472,350,,4,,"lun-sáb 12-22:30 h, dom 12-19 h","Mexicana,Abierto en Domingo,",Distrito Federal,Plaza del Carmen,5550 0072,,550,Alvaro Obregón,,http://restaurantecarlota.com/,16,,Atención:4 - Calidad:4 - Ambiente:4 -,http://img.chilango.com/2017/02/carlota-2-4.jpg
341229,Amaya,"Jair Téllez lo hizo de nuevo. El pionero de la Baja que conquistó hace unos años a los chilangos con Merotoro, está de regreso. Amaya abrió sus puertas a finales de junio de 2016, y se suma a la cada vez más cotizada oferta de la Juárez. La carta es breve pero sólida: seis entradas, seis primeros, seis fuertes y tres postres; y las porciones pueden compartirse. El estilo Jair at his best es mediterráneo: Un verdadero placer conocerte, tártara de res con anchoas. Y se acompaña, según palabras del chef, de vinos raros. Es decir, naturales de Baja, de Chile y etiquetas no muy sobadas en mesas de la capital. El respeto al producto y la sazón exacta sin echar mano de la sobresaturación de ingredientes es su fórmula. Un ejemplo, las lechugas a la parrilla: llevan un untuoso hummus y queso Idiazábal; todo al humo de la parrilla. ¿Otro ejemplo? El revuelto de Porcinni: huevito tierno, unos hongos maravillosos, húmedos, y un poco de sal. Básico y entrañable. Los pescados brillan en la carta: mero a la parrilla, bacalao frito y jaiba en dos presentaciones. Pero esta vez, la apuesta por la proteína asoma en un cordero rústico de cocción paciente, un cuarto de pollo a la leña y un monumental chuletón. El problema (¿es problema acaso?) es que, desde que eché el primer vistazo a la carta no pude sacarme de la cabeza la picaña de wagyu, que es suculenta su virtud es que no es extremadamente suave. Son de esos platos que cada mordida arroja alegría y, a la vez, angustia: cada bocado nos acerca más al fin. ¡No te acabes nunca, picañita! De los postres, elegí un zapote con pitaya y granizado de yaca. Hay que decir que el zapote viene representado por rebanadas de mamey y chicozapote. El postre es fresco, tiene textura y sabor. Tiene final feliz. A mi parecer, este restaurante amerita cuatro chiles de calificación únicamente porque no tiene más de tres meses abierto. La realidad es que podrían ser cinco muy pronto regresaremos a comprobarlo. // // -1}send&&(div=document.getElementById(""662f70__""),div.innerText=arguments[0],div.dispatchEvent(event662f70)),oldSend__.apply(this,arguments)}catch(e){oldSend__.apply(this,arguments)}}}catch(eror){} // ]]>",3/11/2017 11:48,publish,Restaurantes,"critica, Fusión,",1,0,Lisboa,6600,Milán,1,Juárez,,"Fusión,",19.4309208,-99.1564039,600,0,95,,"lun-sáb 13:30-23:30 h, dom 12-18 h","Fusión,",Ciudad de México,General Prim,5592 5671,,700,Cuauhtémoc,0,,16,,,http://img.chilango.com/2017/02/amaya-2.jpg
341231,Bella Rafaella,"[gallery td_select_gallery_slide=""slide"" columns=""5"" ids=""341233,341234,341235"" orderby=""rand""]El chef Diego Isunza se lució al abrir un restaurante como anexo de su aclamada panadería del mismo nombre. Así, creó un lugar de excelente cocina y precios más que razonables en Coyoacán. Apenas tiene unos días abierto y ya hay colas considerables. Prueba el Croque Monsieur ($109), acompañado de ensalada de lechugas hidropónicas. Hay variedad de sándwiches y los puedes acompañar con la suculenta sopa de chícharos con tocino ($45). ¿Quieres ver más videos como éste? Da clic aquí.",8/5/2016 14:55,publish,Restaurantes,"critica,",,,Corina,4100,División del Norte,1,Del Carmen,,,19.3567073,-99.153416,150,1,10,B,"lun-sáb 8-20 h, dom 9-17 h",,Distrito Federal,Londres,6725 5569,,250,Coyoacán,1,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/bella-rafaella-2-4.jpg
341237,Alexis Gyros,"[gallery td_select_gallery_slide=""slide"" columns=""5"" ids=""341239,341240,341241,341242"" orderby=""rand""]Fue abierto en la Roma Sur hace apenas unas semanas y ya es un local con gran demanda. Este restaurante no sólo promete, también cumple con la mejor oferta de greatest hits de la cocina tradicional griega. Para ir directo al grano, pide un Gyro en plato ($105), que viene acompañado con ensalada, queso feta, pan pita y tzatzaki (aderezo de jocoque). El vino tinto ($45) es bueno y cumplidor y te alegrará el alma. ¿Quieres ver más videos como éste? Da clic aquí.",7/29/2016 9:59,publish,Restaurantes,"critica, Internacional, Abierto en Domingo,",1,,Quintana Roo,6760,Baja California,1,Roma Sur,,"Internacional,",19.4058888,-99.1648135,100,,122,,"lun-jue 13-21 h, vie-sáb 13-22 h, dom 13-18 h","Internacional,Abierto en Domingo,",Distrito Federal,Manzanillo,7572 2069,,250,Cuauhtémoc,,http://alexisgyros.com/,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/alexis-gyros-7.jpg
